"new_survey_id","latitude","longitude","survey_date","bodysize_cwm_total","PLD_cwm_total","total_biomass","sp_richness","shannon","simpson","inv_simpson","sst_raw_mean","sst_raw_var","sst_raw_cv","sst_predicted_var","sst_unpredicted_var","sst_unbounded_seasonality","sst_bounded_seasonality","sst_env_col","sst_colwell_c","sst_colwell_m","sst_colwell_p","chla_raw_mean","chla_raw_var","chla_raw_cv","chla_predicted_var","chla_unpredicted_var","chla_unbounded_seasonality","chla_bounded_seasonality","chla_env_col","chla_colwell_c","chla_colwell_m","chla_colwell_p"
"S11",-35.55,138.13,2021-01-09,29.96,35.86,4056.3,18,2.23,0.78,4.6,290.407476047085,8.09703760382095,0.00979840273167718,7.26397445306134,0.280932581638057,25.8566464975571,0.962765269294103,1.88611189234076,0.0128314499430253,0.661611563987442,0.674443013930467,9.76726049548316e+36,1.97303353075274e+72,0.143811780212449,3.82648659525092e+69,1.86884842769103e+72,0.0020475104018888,0.00204332666927899,0.197123410262253,0.724237447602225,0.0973022586513187,0.821539706253543
"S12",-35.52,138.16,2021-01-09,29.99,33.72,5522,22,2.67,0.89,9.2,290.436996988776,8.36395639566453,0.00995758316620634,7.52326782688815,0.26735392271444,28.1397323461894,0.965682594880431,1.9433899770553,0.0222795398899707,0.668438884255358,0.690718424145328,7.15010407883931e+36,2.0162420159795e+73,0.627999021097221,3.46933508317487e+71,1.95984533435792e+73,0.0177020860899286,0.017394172943028,0.153047167188443,0.187895312438215,0.17293114851347,0.360826460951685
"S13",-43.07,147.37,2021-01-10,19.71,34.79,981.5,6,0.72,0.3,1.43,287.141423487545,6.78889660401554,0.00907410390898332,5.89947363778627,0.444169267926998,13.2820392219389,0.929981987553718,1.94150924280829,0.0161057432407737,0.600540138180337,0.61664588142111,9.11774722419929e+36,7.76554816077422e+72,0.305631780066187,5.99122067303327e+70,7.51668447467606e+72,0.00797056294330017,0.00790753543439396,0.106854563171192,0.149808509529072,0.210624256987083,0.360432766516155
"S14",-43.04,147.34,2021-01-10,32.14,33.77,5065.9,14,2.04,0.8,4.96,287.079797426773,7.16030861174584,0.00932101569747459,6.27605865235912,0.419059162255803,14.9765455993731,0.937408246746453,2.12339230114141,0.018386205345567,0.637038493123487,0.655424698469054,9.83548667944155e+36,1.31559407881112e+72,0.1166178688379,3.37772273409349e+69,1.2735764774404e+72,0.00265215540167792,0.00264514007912886,0.112910072964959,0.729647648214682,0.0922757997730176,0.821923447987699
"S15",-42.95,147.36,2021-01-10,23.62,33.21,1646,11,1.53,0.67,3.05,287.039247194087,7.60957821187945,0.00961034569905014,6.69045665409152,0.426663478342426,15.6808749604811,0.940051106289741,2.05388370989305,0.0173810154795052,0.644631963807815,0.66201297928732,9.83548667944155e+36,1.31559407881112e+72,0.1166178688379,4.53979912586583e+69,1.26768533812081e+72,0.00358117191178967,0.00356839288342531,0.0983144165991787,0.779869187931477,0.0748992054651187,0.854768393396596
"S16",-40.85,145.5,2021-01-24,62.01,28.22,10593.8,11,1.65,0.68,3.11,288.080544757733,6.61328341071525,0.00892677601223958,5.74655473666646,0.399228921118894,14.3941343742356,0.935040192862442,2.05212887302764,0.0292002281906906,0.596886361452966,0.626086589643656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S17",-40.91,145.58,2021-01-25,25.02,36.86,839.4,9,1.57,0.67,3.03,288.099482617027,6.45388458985383,0.00881795989194197,5.57943032452828,0.41405663063902,13.4750416046169,0.930915569895078,2.22961649820575,0.0233056640858365,0.606771073331829,0.630076737417665,9.4097552915412e+36,5.26577339615198e+72,0.243866841604766,3.19309066904961e+70,5.19644021263311e+72,0.00614476552869185,0.00610723798325681,0.0594628219255204,0.284890598709891,0.174707588484945,0.459598187194836
"S18",-35.14,138.46,2021-02-03,39.61,26.93,13489.3,22,1.86,0.69,3.23,290.744856282508,10.6546919084196,0.011226862609613,9.63987185856606,0.320753154951216,30.0538645053459,0.967797888735302,1.99365126129442,0.0312075588761291,0.658616957341192,0.689824516217321,7.35478263071448e+36,1.92338102143613e+73,0.596297270566532,2.78494801280682e+71,1.85949432756672e+73,0.014976910504756,0.0147559125234759,0.0403480369580561,0.164048579761242,0.216521874843456,0.380570454604698
"S19",-33.99,151.23,2021-02-06,32.79,37.34,21575.9,30,2.17,0.82,5.5,293.389145907473,4.23241953319587,0.00701213570228216,3.22306585480764,0.726022646208027,4.43934617141975,0.816154374352132,1.87814824215996,0.0413836564100147,0.448385231227219,0.489768887637234,9.15322483985765e+36,7.47094078891605e+72,0.298616304578745,6.27128430456673e+70,7.08668406121065e+72,0.00884939169066806,0.00877176688964238,0.150208333066638,0.261589517872263,0.181177495799468,0.442767013671731
"S20",-32.71,152.15,2021-02-13,43.51,42.77,19555,31,2.26,0.81,5.2,293.481795784287,3.44858992871169,0.00632760863383021,2.59129691687962,0.643782195847423,4.02511429112861,0.800999551041971,1.8068484186994,0.0528166853961041,0.49850954210863,0.551326227504734,9.78090573227484e+36,1.84229061424764e+72,0.138771408576859,1.73129440186212e+69,1.75597717801686e+72,0.00098594356665693,0.00098497243941695,0.140517281186701,0.750321788736262,0.0868162497557138,0.837138038491976
"S21",-31.83,115.73,2021-02-14,50.6,29.84,26709.6,35,1.63,0.67,3.07,293.553408157679,3.76520105926531,0.00661008370654736,3.02814529470096,0.454449171762817,6.66333108927172,0.8695084437367,1.90500967129766,0.0454875604142034,0.498047952122299,0.543535512536502,7.43665405146455e+36,1.88388995588664e+73,0.583646904485088,2.73452664042722e+71,1.79924832770552e+73,0.0151981613561615,0.0149706352263867,0.180950240125779,0.0783243215890843,0.217714791220357,0.296039112809441
"S22",-35.27,138.43,2021-02-15,20.08,21.33,13272.5,34,1.57,0.58,2.41,290.667949630441,10.064307487057,0.0109142727164274,9.11181605983785,0.289857076862354,31.435548024121,0.969169628357864,1.94207238476048,0.0417555425783442,0.653278852233371,0.695034394811716,6.14308560361347e+36,2.35106456800164e+73,0.789306557651531,1.06527057503821e+72,2.21468830576996e+73,0.0481002483402675,0.0458927935724061,0.115874069663867,0.099174121273484,0.246779685631368,0.345953806904852
"S23",-35.21,138.46,2021-02-15,28.44,20.12,8294.6,22,1.65,0.62,2.6,290.68603887216,10.2018221748303,0.0109879000612576,9.24981803306584,0.282458575029928,32.7475207013481,0.970368193597106,2.05133288999354,0.0353927615197934,0.671322926577809,0.706715688097603,8.6510801259239e+36,1.14063696233692e+73,0.39039422617272,4.95353834465012e+70,1.0981727942554e+73,0.00451070939888728,0.00449045426463053,0.12321530685462,0.164519400645465,0.177734197258421,0.342253597903886
"S24",-35.04,138.49,2021-02-15,19.35,14.95,16152.8,29,0.73,0.26,1.35,290.805639200657,11.2289881797553,0.0115230511152528,10.1341929897346,0.379056456810289,26.7353129267668,0.963944881291211,2.02217657864363,0.0199611221846843,0.694330163251853,0.714291285436538,8.38090443744867e+36,1.33150821090447e+73,0.435392592327299,1.18781904037784e+71,1.26527363621677e+73,0.00938784312245276,0.00930053119464198,0.115739393094718,0.102170262834394,0.246364380444295,0.348534643278689
"S25",-31.85,115.75,2021-02-20,53.36,28.3,5221.9,29,0.94,0.3,1.42,293.550673419108,3.74860721341429,0.00659556321641257,3.02159321184815,0.453007131048195,6.67007869138087,0.869623241137834,1.9047982881918,0.0558286208752106,0.475591938472246,0.531420559347457,4.86316239255407e+36,2.4838338134691e+73,1.02480797303803,1.0835765914504e+72,2.33513391557051e+73,0.0464031884520709,0.0443454195898566,0.242771493487299,0.0429163501213848,0.280225523728426,0.323141873849811
"S26",-35.76,138.07,2021-02-22,48.66,39.56,12635.7,23,2.98,0.94,15.89,289.993936490556,4.96014463123379,0.00767994752758691,4.36992386648868,0.278920211472318,15.6672900949754,0.940002244257963,1.72254890698877,0.0213140896819058,0.610010679000119,0.631324768682025,8.64562203120723e+36,1.14463747208981e+73,0.39132512669135,7.48195636848406e+70,1.11915570305765e+73,0.00668535785328402,0.00664096065481699,0.0777798957771844,0.123639910762246,0.190578370659465,0.314218281421711
"S27",-35.75,138.06,2021-02-22,50.24,37.54,7117.2,14,2.57,0.92,11.97,290.015078018067,5.44301103580637,0.00804449951382982,4.81803506597837,0.282717026004614,17.0418992236418,0.944573462715632,1.74912966321357,0.0173999164466839,0.572049795341395,0.589449711788079,8.64562203120723e+36,1.14463747208981e+73,0.39132512669135,7.48195636848406e+70,1.11915570305765e+73,0.00668535785328402,0.00664096065481699,0.0777798957771844,0.123639910762246,0.190578370659465,0.314218281421711
"S28",-35.72,137.98,2021-02-22,18.67,45.18,13439.6,26,1.14,0.39,1.64,290.02013139885,5.19384226093334,0.00785807614681613,4.58274775743151,0.288570856166876,15.880840561326,0.940761243708978,1.80549981809414,0.0214188079903957,0.565333201297072,0.586752009287468,9.06589532439091e+36,8.19159872458772e+72,0.315699311320242,3.97466183513526e+70,8.02413598563122e+72,0.00495338294646635,0.00492896788102082,0.115165775013629,0.205442024587737,0.177470691227389,0.382912715815127
"S29",-35.73,138.02,2021-02-23,20.59,39.5,9305.6,26,1.57,0.61,2.59,290.011053928278,5.28387536757287,0.00792613985374349,4.67117612968334,0.282673286178174,16.5250002674077,0.942938659929166,1.78376890095128,0.0246443565218043,0.596291958516182,0.620936315037987,8.05614780180673e+36,1.54161319518899e+73,0.487371673616884,1.17965531947913e+71,1.50986311449827e+73,0.00781299515268396,0.00775242548990975,0.112030882651096,0.0994936322088146,0.185186218369437,0.284679850578252
"S30",-35.72,137.94,2021-02-23,20.23,28.61,6275.3,24,1.59,0.65,2.84,290.042715576239,5.18076414607988,0.00784756547976566,4.56180370669357,0.30096535595383,15.1572385872658,0.938108235847421,1.80566887870905,0.0226307221580737,0.567250937210881,0.589881659368955,9.19688959759102e+36,7.10489042165709e+72,0.289826250920526,5.93132525567579e+70,6.87296778935116e+72,0.00862993314891664,0.00855609462429318,0.0664455793372086,0.14462967933195,0.189332595742775,0.333962275074724
"S31",-35.72,137.96,2021-02-23,12.18,30.57,6270.3,25,1.27,0.5,2.01,290.02033944703,5.19479944662806,0.00785879456777703,4.58448701734194,0.288295183142827,15.9020590193861,0.940835610687844,1.80529350438955,0.0214188079903957,0.565333201297072,0.586752009287468,9.19688959759102e+36,7.10489042165709e+72,0.289826250920526,5.93132525567579e+70,6.87296778935116e+72,0.00862993314891664,0.00855609462429318,0.0664455793372086,0.14462967933195,0.189332595742775,0.333962275074724
"S32",-43.06,147.33,2021-02-24,30.98,31.34,6024.7,16,1.26,0.52,2.1,287.141289351218,6.74717613010837,0.00904618317469336,5.91716215114286,0.408255853933288,14.493759474934,0.935457885375217,2.03208009366925,0.0176467754471986,0.604909520078847,0.622556295526045,9.83275763208322e+36,1.34207045062076e+72,0.117818183555826,1.78268599254489e+69,1.29320947960524e+72,0.00137849746747067,0.00137659982809392,0.0159119924729051,0.78167258813563,0.073441036864779,0.855113625000409
"S33",-43.05,147.34,2021-02-24,27.45,32.98,14422.2,22,1.85,0.66,2.96,287.088672324117,7.21981305059473,0.00935937652589787,6.36160576586903,0.406865060016667,15.6356649686469,0.939888185901514,2.11272892367118,0.0191056737161965,0.628172868494443,0.647278542210639,9.83821572679989e+36,1.28910280752382e+72,0.115405746837225,2.53681565562052e+69,1.24812877035955e+72,0.00203249513661138,0.00202837247941174,0.109341660893544,0.749150658131048,0.0843221644195334,0.833472822550581
"S34",-35.59,138.11,2021-02-24,37.03,39.22,2277.7,19,2.88,0.94,16.52,290.292781275664,7.40678443106223,0.00937515844290219,6.68364884100385,0.248753013843914,26.8686145254009,0.964117340706387,1.90435617803291,0.0187084318291239,0.635928877768872,0.654637309597996,9.8081962058582e+36,1.5796873204126e+72,0.128143452598466,3.49692471992857e+69,1.50959239067643e+72,0.00231646949304086,0.00231111586364783,0.187019536552057,0.760301451718184,0.0832627987193423,0.843564250437526
"S35",-29.07,167.96,2021-02-24,20.58,25.93,74193.8,35,1.59,0.6,2.49,294.5916342732,3.58377818822262,0.0064261395320717,3.08992116273658,0.265781695445176,11.6257861835107,0.920797011333362,1.8050696528588,0.0288643881784132,0.560208137107654,0.589072525286067,8.63470584177388e+36,1.15262061222239e+73,0.393183825477792,3.49392333418528e+70,1.11363242002996e+73,0.00313741165517729,0.00312759908934167,0.0955121728619445,0.180743078765209,0.146305881335774,0.327048960100983
"S36",-29.06,167.95,2021-02-24,14.35,22.49,18218.3,23,1.89,0.72,3.6,294.609942513003,3.55005347424089,0.00639543439235827,3.06023420253854,0.265461971406892,11.5279570415301,0.920178525781577,1.82006538545892,0.0257647914230386,0.557597247407704,0.583362038830743,7.93606971803997e+36,1.61395611904072e+73,0.506221267566258,8.27098965486885e+70,1.58233285847662e+73,0.005227085824933,0.00519990547274542,0.0449263069773608,0.10513163250865,0.235650548947154,0.340782181455804
"S37",-29.06,167.96,2021-02-24,22.54,41.39,2762,31,3.03,0.93,13.84,294.5916342732,3.58377818822262,0.0064261395320717,3.08992116273658,0.265781695445176,11.6257861835107,0.920797011333362,1.8050696528588,0.0288643881784132,0.560208137107654,0.589072525286067,9.06316627703258e+36,8.21387344369599e+72,0.316223437776027,1.03256539107269e+70,8.08363945443305e+72,0.00127735210964467,0.00127572256273783,0.0040723569582696,0.33438227965335,0.109233833568898,0.443616113222248
"S38",-29.06,167.96,2021-02-25,19.95,34.99,2920.1,26,2.67,0.87,7.92,294.591505611826,3.5831055090731,0.00642553921332301,3.0886983829974,0.265770490940704,11.6216754240279,0.920771215674244,1.80511473796852,0.0288643881784132,0.560208137107654,0.589072525286067,9.06316627703258e+36,8.21387344369599e+72,0.316223437776027,1.03890101520056e+70,8.08406143585825e+72,0.00128512261249319,0.00128347319207153,0.00407388524893839,0.415145817068333,0.0774207368943177,0.49256655396265
"S39",-29.01,167.92,2021-02-25,18.34,30.83,14016.7,36,2.84,0.91,10.83,294.619334793321,3.55918687939424,0.00640345189462817,3.06769690170977,0.266032821070443,11.5312723045458,0.920199643284645,1.82839782302194,0.0227014619535267,0.552275845455393,0.574977307408919,8.85302963044073e+36,9.88428368360712e+72,0.355124538959888,8.84919342400277e+70,9.68333624767701e+72,0.00913857909883657,0.00905582175541971,0.0674579366869361,0.341848663160836,0.126711369607446,0.468560032768283
"S40",-29.06,167.96,2021-02-26,15.05,26.21,4217.1,23,1.2,0.41,1.68,294.591355050643,3.58232130134154,0.00642483930342276,3.08734022507819,0.265775523882177,11.6163451772439,0.920737742511698,1.80516498817789,0.0288643881784132,0.560208137107654,0.589072525286067,9.06589532439091e+36,8.19159872458772e+72,0.315699311320242,1.09435453411822e+70,8.05786792722188e+72,0.00135811922459186,0.00135627723840051,0.00259321998505721,0.33438227965335,0.109233833568898,0.443616113222248
"S41",-32.71,152.16,2021-02-27,42.49,31.13,27265.1,40,1.96,0.74,3.9,293.582400766493,3.37442498501584,0.00625705354397525,2.49878940124755,0.675250435727871,3.70053726593161,0.787258361454176,1.7454032353096,0.051652037207087,0.47132379236137,0.522975829568457,9.78363477963318e+36,1.81609733251362e+72,0.137742933545719,1.74112950350256e+69,1.73108061551585e+72,0.0010058049797893,0.00100479435262576,0.142133024947353,0.765079382731703,0.0832627987193426,0.848342181451046
"S42",-32.27,115.69,2021-02-27,33.84,33.12,3096.9,17,2.46,0.88,8.09,293.377185874624,4.21936228663503,0.00700159635598373,3.45527162675364,0.463667215871539,7.45205075640055,0.881685518837813,1.90898096629598,0.074968645373259,0.49840558384957,0.573374229222829,6.12671131946345e+36,2.35483264590297e+73,0.792050014778311,8.08453033916202e+71,2.2197885651464e+73,0.0364202720299572,0.0351404473772243,0.181492146489147,0.0449806543061269,0.251058458503314,0.296039112809441
"S43",-29.01,167.92,2021-02-27,23.58,27.66,17538.1,29,2.47,0.84,6.06,294.618989871339,3.55728520608577,0.00640174847887483,3.06478963631029,0.265881188604651,11.5269141543798,0.920171880506552,1.82870942669936,0.0227014619535267,0.552275845455393,0.574977307408919,8.85575867779907e+36,9.863156224279e+72,0.35463547968755,9.23449763772505e+70,9.65662184005584e+72,0.0095628655555509,0.00947228338305467,0.0644752836981631,0.509610250097339,0.0768266777360268,0.586436927833366
"S44",-29,167.92,2021-02-27,18.44,29.45,15861.9,31,2.48,0.84,6.09,294.633454694771,3.57263143530996,0.00641522731382035,3.07543453925111,0.269710516791181,11.4027238382855,0.919372549688389,1.83421685887386,0.0201556186392611,0.548063493068037,0.568219111707298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S45",-29,167.94,2021-02-27,15.85,20.67,24482.4,25,2.04,0.77,4.32,294.633454694771,3.57263143530996,0.00641522731382035,3.07543453925111,0.269710516791181,11.4027238382855,0.919372549688389,1.83421685887386,0.0201556186392611,0.548063493068037,0.568219111707298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S46",-32.71,152.16,2021-02-28,37.66,30.77,17634.7,34,2.41,0.83,6.01,293.582778538188,3.3766222611822,0.00625908231662122,2.50114464574735,0.675763488216463,3.70121305658078,0.787288942669766,1.74509629596662,0.0511087044168619,0.471720477410829,0.522829181827691,9.78363477963318e+36,1.81609733251362e+72,0.137742933545719,1.75804092478357e+69,1.73106706101796e+72,0.00101558221768124,0.0010145518568565,0.14111411375932,0.76355092612087,0.083875548709445,0.847426474830315
"S47",-31.84,115.75,2021-02-28,29.15,32.99,941.6,16,2.61,0.91,11.65,293.546003284971,3.71523221466609,0.00656624087391188,3.00580600072943,0.447102464995366,6.72285714363169,0.870514243446209,1.90366388891177,0.0252024499814967,0.475659213083781,0.500861663065278,4.86043334519573e+36,2.48376676581961e+73,1.02536954509474,1.0783056022683e+72,2.33438082045519e+73,0.0461923604246386,0.0441528366789924,0.240090550905936,0.0412703081783843,0.280059634966338,0.321329943144722
"S48",-29.13,167.95,2021-02-28,15.45,30.97,6574.1,24,2.34,0.87,7.41,294.601587736107,3.55414983327781,0.00639930460794064,3.05989943683001,0.266231014176481,11.4933996187298,0.91995773524279,1.80880240201611,0.0316971568089708,0.534770884177732,0.566468040986702,7.06277456337257e+36,2.05331191640852e+73,0.64158192396471,1.57393835971944e+71,2.00256718977543e+73,0.00785960325204339,0.00779831161670032,0.101650677425265,0.0840545364305936,0.214764536437055,0.298819072867648
"S49",-29.12,167.94,2021-02-28,12.91,20.77,6424.9,24,1.39,0.6,2.51,294.601587736107,3.55414983327781,0.00639930460794064,3.05989943683001,0.266231014176481,11.4933996187298,0.91995773524279,1.80880240201611,0.0316971568089708,0.534770884177732,0.566468040986702,7.06277456337257e+36,2.05331191640852e+73,0.64158192396471,1.57393835971944e+71,2.00256718977543e+73,0.00785960325204339,0.00779831161670032,0.101650677425265,0.0840545364305936,0.214764536437055,0.298819072867648
"S50",-43.06,147.36,2021-03-01,28.42,36.17,1943.8,14,2.47,0.9,9.97,287.152937311798,6.86015799086648,0.00912123816557265,5.99923256634649,0.425785662668195,14.0897946839078,0.933730045971637,1.9317967423715,0.0192053399961482,0.603544722315816,0.622750062311964,9.0959148453326e+36,7.94559344887082e+72,0.309896580418535,5.98134570790189e+70,7.69189629357586e+72,0.00777616530386324,0.0077161631437459,0.104886913694627,0.133985071899376,0.227318539379126,0.361303611278502
"S51",-43.04,147.34,2021-03-01,40.24,36.32,7535.3,20,2.49,0.85,6.81,287.08998631262,7.22721788042597,0.00936413204793209,6.36302686073254,0.405969312400824,15.6736646499284,0.94002518216628,2.11229217096778,0.0194509053200091,0.634408968108301,0.653859873428311,9.83821572679989e+36,1.28910280752382e+72,0.115405746837225,2.47170139277143e+69,1.24782556925605e+72,0.00198080681600798,0.00197689097688646,0.107860574013763,0.747347257926896,0.0853965912857173,0.832743849212613
"S52",-43.01,147.33,2021-03-01,33.23,30.46,13899.3,14,1.47,0.66,2.93,287.08998631262,7.22721788042597,0.00936413204793209,6.36302686073254,0.405969312400824,15.6736646499284,0.94002518216628,2.11229217096778,0.0194509053200091,0.634408968108301,0.653859873428311,9.90371286339994e+36,6.48842453329257e+71,0.0813338983144241,1.92774299849755e+69,6.35523302401895e+71,0.0030333159951993,0.00302414281442852,0.133740040845592,0.836959308203887,0.0506540306016062,0.887613338805493
"S53",-34.96,138.48,2021-03-01,16.53,24.02,3588.3,21,1.23,0.55,2.22,290.832211880646,11.6178965301217,0.0117198282118035,10.4575973577588,0.42022796725897,24.8855339780709,0.961368384332069,2.04581090035702,0.0243235784902508,0.671867151315444,0.696190729805695,9.75907335340816e+36,2.05130048692383e+72,0.146759444487361,6.39425712562095e+69,1.93444854378414e+72,0.00330546767251436,0.00329457755291859,0.148545149177254,0.760301451718184,0.0828790569851866,0.843180508703371
"S54",-34.85,138.45,2021-03-01,11.27,31.29,971.6,8,1.33,0.6,2.5,290.894782370654,13.01570080832,0.0124021747637044,11.6731262937293,0.52070607216044,22.4178801013339,0.957297586473549,1.88735078453831,0.0236817883137437,0.652008862512632,0.675690650826375,6.10214989323843e+36,2.36038419128072e+73,0.796174891165181,3.01366731571784e+71,2.28845888851977e+73,0.0131689816707485,0.0129978137003686,0.018404198974033,0.11650760526993,0.199752651519342,0.316260256789272
"S55",-29.05,167.99,2021-03-02,14.36,23.61,3476.1,20,2.2,0.82,5.68,294.603317820969,3.58601648083512,0.0064278910498449,3.08768506414817,0.265011627171605,11.6511305451092,0.920955680882877,1.82220851880928,0.0262123798853183,0.565002084593115,0.591214464478433,9.06862437174925e+36,8.16930910600177e+72,0.315174629498762,1.17599093440724e+70,8.02634159070336e+72,0.00146516432314488,0.00146302075732722,0.003461370624207,0.33438227965335,0.109233833568898,0.443616113222248
"S56",-33.84,151.28,2021-03-07,38.14,30.45,19835.1,40,2.79,0.88,8.14,293.443733917328,4.08114974517186,0.00688440521457252,3.2120227920533,0.628549039847829,5.11021827800568,0.836339725603651,1.87403646061553,0.0343120994618324,0.469490295373091,0.503802394834923,8.56647965781549e+36,1.20197513198571e+73,0.404711321214754,1.01975676848116e+71,1.13522739825641e+73,0.00898284141175058,0.00890286835718826,0.135458553387329,0.13097485025469,0.21716609858847,0.34814094884316
"S57",-42.59,148.05,2021-03-10,23.41,33.31,3054.9,11,1.66,0.66,2.93,287.878754448399,4.73408620830784,0.0075580274715,4.05305975388059,0.371811173435706,10.9008551744921,0.915972425062077,1.74346899546944,0.0394985333278415,0.553319403705133,0.592817937032975,8.8966943881741e+36,9.5444563970375e+72,0.347253735958583,3.69311110124137e+70,9.19750369914693e+72,0.00401534070770083,0.00399928222697328,0.132759924389849,0.140281962492543,0.223125334832979,0.363407297325522
